,MP_asset_symbol,MP_timestamp,MP_price_open,MP_price_high,MP_price_low,MP_price_close,MP_volume,MP_marketcap
206,tether,2020-08-25,0.99966,1.0,0.99966,0.9999125,31753309180.466667,12895083175.921797
207,tether,2020-08-26,0.99983,1.0,0.99983,0.99995625,37747754072.57855,12865507393.594835
208,tether,2020-08-27,1.0,1.0,1.0,1.0,34806112585.19398,12858452038.926846
209,tether,2020-08-28,1.0,1.0,0.999925,0.999925,34566522790.59101,13028548270.094751
210,tether,2020-08-29,1.0,1.0,0.99985,0.99985,30966170779.18128,13129348616.63307
211,tether,2020-08-30,1.0,1.0,0.999775,0.999775,31856478490.168427,13302097287.881546
212,tether,2020-08-31,1.0,1.0,0.9997,0.9997,34995843752.21526,13324009301.44109
213,tether,2020-09-01,0.9998413333333334,1.0,0.9996413333333334,0.9996933333333332,35149377246.8216,13325296846.57462
214,tether,2020-09-02,0.9996826666666666,1.0,0.9995826666666666,0.9996866666666668,43238751763.63321,13442714263.558971
215,tether,2020-09-03,0.999524,1.0,0.999524,0.99968,43203111185.57032,13625399575.189207
216,tether,2020-09-04,0.998289,1.0,0.998289,0.99976,42325734952.03127,13682958085.891354
217,tether,2020-09-05,0.997054,1.0,0.997054,0.99984,46189183373.40874,13944291389.99023
218,tether,2020-09-06,0.995819,1.0,0.995819,0.99992,53094244103.058105,14146895238.991238
219,tether,2020-09-07,0.994584,1.0,0.994584,1.0,47558729226.99162,14156780887.936438
220,tether,2020-09-08,0.995938,1.0,0.995905,0.99999575,43620239193.98532,14155492387.098202
221,tether,2020-09-09,0.997292,1.0,0.997226,0.9999915,41522196713.78026,14249894735.416224
222,tether,2020-09-10,0.998646,1.0,0.998547,0.99998725,35189730702.499825,14336176672.98944
223,tether,2020-09-11,1.0,1.0,0.999868,0.999983,43935764280.59023,14437687573.570017
224,tether,2020-09-12,1.0,1.0,0.999901,0.99998725,35346029129.33285,14583424053.573729
225,tether,2020-09-13,1.0,1.0,0.999934,0.9999915,34624098988.29238,14699656953.527794
226,tether,2020-09-14,1.0,1.0,0.999967,0.99999575,36241617624.53248,14726592942.13541
227,tether,2020-09-15,1.0,1.0,1.0,1.0,39656336899.97155,14728080925.358042
228,tether,2020-09-16,1.0,1.0,1.0,1.0,38756861577.17954,14927227967.75129
229,tether,2020-09-17,1.0,1.0,1.0,1.0,39579829043.50882,14957143001.422548
230,tether,2020-09-18,1.0,1.0,1.0,1.0,40146468289.57957,15065278641.96204
231,tether,2020-09-19,1.0,1.0,1.0,1.0,39379267435.85384,15138915464.97246
232,tether,2020-09-20,1.0,1.0,1.0,1.0,33335946545.54569,15212009140.544724
233,tether,2020-09-21,1.0,1.0,1.0,1.0,33781763220.9815,15210458847.42293
234,tether,2020-09-22,1.0,1.0,1.0,1.0,41573547147.14769,15210934526.998642
235,tether,2020-09-23,1.0,1.0,1.0,1.0,33999511557.303665,15207247917.262712
236,tether,2020-09-24,0.999872,1.0,0.999872,1.0,32234446705.418407,15239262469.186638
237,tether,2020-09-25,0.999744,1.0,0.999744,1.0,35072281090.77512,15232006517.32858
238,tether,2020-09-26,0.999616,1.0,0.999616,1.0,31993619553.30964,15198008748.329578
239,tether,2020-09-27,0.999488,1.0,0.999488,1.0,28820863359.592865,15280949124.589355
240,tether,2020-09-28,0.9994553333333334,1.0,0.9994553333333334,1.0,29307720522.05201,15354889137.337387
241,tether,2020-09-29,0.9994226666666668,1.0,0.9994226666666668,1.0,31026546672.73944,15395506651.2522
242,tether,2020-09-30,0.99939,1.0,0.99939,1.0,30129035765.952957,15466015671.65076
243,tether,2020-10-01,0.9995933333333332,1.0,0.9995656666666668,1.0,28716486086.13644,15517416774.848162
244,tether,2020-10-02,0.9997966666666668,1.0,0.9997413333333331,1.0,32284651454.08837,15506096329.968742
245,tether,2020-10-03,1.0,1.0,0.999917,1.0,33247155372.129925,15559126337.712969
246,tether,2020-10-04,1.0,1.0,0.9998825,1.0,25056972871.50884,15593659413.545422
247,tether,2020-10-05,1.0,1.0,0.999848,1.0,25078715306.00579,15582073682.146845
248,tether,2020-10-06,1.0,1.0,0.9998135,1.0,26988928629.293198,15613470199.424534
249,tether,2020-10-07,1.0,1.0,0.999779,1.0,31332353954.90778,15620630276.222883
250,tether,2020-10-08,1.0,1.0,0.99968025,0.999846,27990241489.113285,15615309939.132069
251,tether,2020-10-09,1.0,1.0,0.9995815,0.999692,30899909592.808167,15613856024.733774
252,tether,2020-10-10,1.0,1.0,0.99948275,0.999538,31230457376.66138,15629093673.39148
253,tether,2020-10-11,1.0,1.0,0.999384,0.999384,31103442135.11486,15705291452.78418
254,tether,2020-10-12,0.99998475,1.0,0.99940475,0.999538,26967741736.70325,15726508389.190048
255,tether,2020-10-13,0.9999695,1.0,0.9994255,0.999692,32385321214.27243,15719081416.807518
256,tether,2020-10-14,0.99995425,1.0,0.99944625,0.999846,31104948901.265392,15749202701.244398
257,tether,2020-10-15,0.999939,1.0,0.999467,1.0,30922872467.019268,15757276435.156536
258,tether,2020-10-16,0.999659,1.0,0.999305,1.0,30259351504.45064,15765787578.750116
259,tether,2020-10-17,0.999379,1.0,0.999143,1.0,29426226651.73299,15784964725.285069
260,tether,2020-10-18,0.999099,1.0,0.998981,1.0,23144276109.247574,15818540295.024866
261,tether,2020-10-19,0.998819,1.0,0.998819,1.0,23155968889.66905,15839841300.263016
262,tether,2020-10-20,0.999076,1.0,0.9945735,0.9995295,24207650510.19844,15836240611.318966
263,tether,2020-10-21,0.999333,1.0,0.990328,0.999059,25885638598.759468,15885590091.443249
264,tether,2020-10-22,0.99959,1.0,0.9860825,0.9985885,31335051766.55773,15988638518.268433
265,tether,2020-10-23,0.999847,1.0,0.981837,0.998118,32926083270.942078,16037428575.94278
266,tether,2020-10-24,0.99988525,1.0,0.98637775,0.9985885,29920135253.00299,16147555998.3458
267,tether,2020-10-25,0.9999235,1.0,0.9909185,0.999059,26528327915.08428,16243349991.74604
268,tether,2020-10-26,0.99996175,1.0,0.99545925,0.9995295,25216008425.71063,16280341319.822104
269,tether,2020-10-27,1.0,1.0,1.0,1.0,35365172506.107544,16338115218.758928
270,tether,2020-10-28,1.0,1.0,0.9999035,0.9999035,30794835442.58252,16394460871.672909
271,tether,2020-10-29,1.0,1.0,0.999807,0.999807,35017855627.9569,16441266715.720428
272,tether,2020-10-30,1.0,1.0,0.9997105,0.9997105,30534072185.08619,16516066040.110365
273,tether,2020-10-31,1.0,1.0,0.999614,0.999614,32067020214.57612,16532183807.742128
274,tether,2020-11-01,0.999263,0.9996943333333334,0.9988556666666668,0.999437,28108751849.172264,16623463029.31081
275,tether,2020-11-02,0.998526,0.9993886666666668,0.9980973333333332,0.99926,24738101276.266407,16616270865.381224
276,tether,2020-11-03,0.997789,0.999083,0.997339,0.999083,30323951753.657078,16660305272.041183
277,tether,2020-11-04,0.99834175,0.99931225,0.99800425,0.99931225,27767959284.91922,16672806891.294355
278,tether,2020-11-05,0.9988945,0.9995415,0.9986695,0.9995415,32152003554.171776,16761357255.528963
279,tether,2020-11-06,0.99944725,0.99977075,0.99933475,0.99977075,39163578587.22821,16904673926.988552
280,tether,2020-11-07,1.0,1.0,1.0,1.0,43510835201.85125,16997171288.753386
281,tether,2020-11-08,1.0,1.0,0.999278,0.999278,43124008602.436,17169790620.045872
282,tether,2020-11-09,1.0,1.0,0.998556,0.998556,31316950434.71786,17204850806.799107
